Age,Income,LoanAmount,Credit_History,Loan_Status
23,54996,8000,0,4
25,48996,5000,1,2
23,37500,7000,0,4
22,37740,7000,0,3
25,54996,10000,0,2
22,32000,7000,1,4
26,38000,7000,0,3
25,38400,7000,0,2
23,38500,7000,0,2
21,39600,7000,0,2
22,39996,7000,0,4
22,48996,10000,1,4
24,54996,12000,0,3
24,54996,19000,0,3
24,39996,7000,0,3
22,40000,7000,0,2
22,40000,7000,0,2
22,40000,7000,0,4
22,40000,7000,0,3
21,40000,7000,0,3
24,40000,7000,0,4
22,40000,7000,0,4
22,55000,20000,0,2
25,40000,7000,0,3
24,34000,7000,1,2
23,55000,7200,0,3
23,55000,7500,0,2
23,40000,7000,0,3
24,40000,7000,0,2
24,40040,7000,0,3
23,34320,7000,1,3
24,55000,15000,0,3
25,55000,15000,0,3
24,40800,7000,0,2
21,41000,7000,0,3
22,55000,11100,0,2
23,55000,2800,0,2
24,55000,3100,0,2
22,55000,1400,0,3
22,35000,7000,1,2
23,55000,5200,0,4
26,55000,11500,0,4
24,41000,7000,0,2
25,55000,8000,0,4
22,55000,3250,0,4
24,55000,5225,0,4
22,42000,7000,0,2
26,55000,3775,0,3
26,42000,7000,0,2
25,55000,6400,0,3
22,42000,7000,0,2
23,55000,7500,0,4
25,42000,7000,0,2
23,55000,6500,0,3
23,55000,6625,0,3
26,36000,7000,1,2
23,55000,2000,0,2
22,42000,7000,0,2
26,36000,7000,1,4
23,42000,7000,0,3
25,55000,5000,0,4
22,42000,7000,0,4
24,55000,15000,0,3
22,36614,7000,1,4
26,55000,4500,0,3
23,55000,12375,0,3
26,43000,7000,0,3
23,43000,7000,0,4
25,49000,18200,1,4
25,55000,6500,0,2
25,55000,6300,0,3
23,55000,4400,0,3
26,43000,7000,0,4
21,55000,12000,0,2
22,37200,7000,1,4
22,55000,4800,0,2
23,55000,15000,0,2
23,49000,11400,1,4
25,55000,5000,0,4
22,55000,10000,0,3
25,55000,6500,0,3
22,55000,9500,0,3
23,44500,7000,0,2
26,45000,7000,0,4
22,39000,7000,1,3
24,55000,1800,0,4
25,55000,24200,0,3
25,49000,7000,1,4
23,39000,7000,1,3
26,45000,7000,0,3
22,55000,3000,0,4
26,55000,10000,0,2
21,49000,2000,1,2
26,55000,2800,0,2
24,55000,4200,0,3
21,45000,7000,0,4
23,55000,4000,0,3
25,45000,7000,0,2
23,55000,11075,0,3
24,45000,7000,0,4
24,55000,9000,0,2
24,39000,7000,1,4
26,45600,7000,0,3
25,46000,7000,0,3
25,46000,7000,0,3
23,46000,7000,0,4
22,55000,13500,0,2
23,55000,15000,0,4
25,46000,7000,0,3
25,46800,7000,0,3
23,55000,3850,0,2
24,47000,7000,0,3
24,55000,8000,0,3
23,55000,1500,0,3
24,47000,7000,0,4
25,55000,6000,0,3
23,55000,8000,0,4
21,47000,7000,0,3
23,55000,8000,0,4
23,55000,10000,0,3
22,41500,7000,1,3
26,48000,7000,0,2
26,48000,7000,0,3
23,48000,7000,0,3
26,48000,7000,0,2
23,55000,5000,0,2
25,48226,7000,0,3
23,49500,7000,0,4
21,50000,7000,0,4
24,55000,9600,0,3
24,50000,7000,0,3
26,55000,11300,0,4
22,55000,5000,0,2
23,50000,7000,0,2
26,55000,5000,0,3
21,50000,7000,0,4
22,50000,7000,0,3
26,55000,10000,0,2
22,55000,12000,0,4
24,55000,10000,0,3
22,55000,25000,0,2
23,50000,7000,0,4
25,55000,8500,0,2
22,55000,12000,0,4
26,50000,7000,0,2
23,50000,7000,0,3
23,55000,15000,0,2
22,49000,10000,1,4
21,44004,7000,1,2
26,50026,7000,0,4
23,55000,7750,0,4
23,51000,7000,0,3
21,45000,7000,1,4
22,51000,7000,0,2
23,52000,7000,0,2
24,55000,6000,0,3
25,52000,7000,0,2
22,55000,4800,0,4
22,55000,12000,0,4
21,52000,7000,0,4
26,52000,7000,0,3
26,55000,10500,0,2
24,52000,7000,0,4
22,55000,2200,0,3
25,52000,7000,0,3
22,55000,1275,0,3
22,52800,7000,0,3
25,55000,17000,0,4
26,49000,13000,1,3
23,55000,1000,0,4
22,54000,7000,0,4
25,55000,15000,0,2
22,54000,7000,0,2
24,55000,3000,0,2
23,54008,7000,0,3
24,49000,7000,1,3
23,55000,10000,0,4
23,55000,11000,0,3
24,55000,16000,0,3
21,55000,10000,0,2
23,85000,7000,0,3
23,49000,5000,1,2
25,89000,7000,0,3
26,55000,9800,0,3
23,89000,7000,0,3
24,55000,7500,0,2
23,90000,7000,0,2
26,90000,7000,0,3
26,50000,7150,0,2
26,55000,13000,0,3
26,61200,7150,0,2
23,55000,7000,0,2
26,55000,3000,0,2
23,85000,7175,0,4
22,14400,7200,1,4
24,55000,5000,0,4
22,20800,7200,1,4
21,55000,10500,0,3
26,21600,7200,1,3
25,22000,7200,1,2
24,23000,7200,1,2
23,55000,8000,0,4
23,25000,7200,0,4
21,55000,10000,0,2
22,55000,10000,0,2
23,25200,7200,1,4
26,55000,14500,0,2
23,27600,7200,0,2
22,27600,7200,0,3
22,49000,8000,1,4
24,55000,6000,0,4
23,55000,8000,0,3
22,30000,7200,0,3
22,30000,7200,1,2
22,55000,13000,0,3
21,31700,7200,1,4
24,31944,7200,0,2
21,32000,7200,0,4
25,32004,7200,0,4
25,55000,15000,0,3
25,32496,7200,0,4
22,55000,5000,0,2
22,55000,1000,0,3
22,34000,7200,0,4
23,49000,15000,1,2
26,34099,7200,0,3
25,35000,7200,0,3
23,55000,7000,0,2
24,55000,5500,0,3
25,55000,10200,0,3
25,55000,10000,0,2
22,55000,2000,0,3
21,35000,7200,0,3
25,35004,7200,0,4
24,35004,7200,0,2
23,31000,7200,1,3
26,55000,12500,0,3
25,37000,7200,0,2
24,37200,7200,0,2
24,37245,7200,0,4
23,38000,7200,0,4
24,49000,5000,1,3
26,38400,7200,0,2
23,38896,7200,0,3
22,40000,7200,0,2
22,40000,7200,0,3
26,55000,7000,0,4
26,55000,12500,0,2
25,40000,7200,0,4
25,55000,2000,0,2
24,41000,7200,0,2
22,55000,4000,0,4
21,42000,7200,0,4
23,55000,18500,0,4
23,42996,7200,0,2
24,55000,8000,0,2
24,43200,7200,0,4
24,55000,6000,0,2
26,55000,8500,0,2
24,45000,7200,0,4
21,45000,7200,0,4
22,39000,7200,1,3
25,46000,7200,0,3
22,48000,7200,0,4
23,48000,7200,0,3
23,48000,7200,0,2
25,55000,14000,0,4
22,48000,7200,0,2
22,48000,7200,0,4
22,49000,10000,1,2
25,48000,7200,0,3
24,55000,15000,0,3
24,55000,1600,0,2
24,49920,7200,0,3
23,55000,4000,0,2
24,50000,7200,0,2
22,50000,7200,0,4
22,49000,5000,1,4
25,50000,7200,0,2
25,50000,7200,0,4
24,50004,7200,0,3
25,55000,3600,0,4
24,49000,20000,1,4
23,55000,15000,0,4
25,52000,7200,0,3
24,55000,5275,0,4
24,54600,7200,0,2
23,55004,9600,0,2
25,54990,7200,0,3
23,55008,10500,0,4
24,54996,7200,0,3
22,54996,7200,0,2
25,55000,7200,0,2
25,49700,7200,1,2
23,50000,7200,1,2
23,51000,7200,1,3
22,59000,7200,0,3
24,55152,16000,0,2
24,60000,7200,0,2
25,55200,4225,0,2
26,60000,7200,0,2
25,60000,7200,0,4
22,60000,7200,0,3
22,49200,6500,1,2
23,60000,7200,0,4
21,55200,8900,0,2
23,60036,7200,0,4
24,49200,2500,1,2
21,60675,7200,0,2
21,61490,7200,0,3
23,55200,2000,0,3
23,55200,4000,0,4
25,63000,7200,0,3
23,64000,7200,0,3
26,55316,6000,0,3
25,67500,7200,0,4
24,55400,11000,0,3
23,62000,7200,1,3
23,68400,7200,0,2
26,49493,15250,1,3
25,71604,7200,0,4
22,75000,7200,0,4
22,55500,3000,0,2
24,55530,8000,0,4
21,55530,3200,0,4
23,49530,16000,1,2
26,76668,7200,0,3
23,80000,7200,0,2
23,80500,7200,0,4
21,84000,7200,0,2
24,55600,11700,0,2
24,55605,6500,0,2
23,49635,12000,1,3
24,55680,7875,0,3
25,73000,7200,1,3
25,88500,7200,0,3
25,55800,3500,0,3
25,55800,4000,0,2
24,55800,3200,0,3
23,55812,21825,0,2
26,90000,7200,0,2
26,55900,18200,0,4
25,49963,2100,1,3
23,49980,4800,1,2
24,56000,12000,0,3
23,93000,7200,0,2
23,105000,7200,0,4
22,56000,10075,0,4
25,56000,10250,0,4
26,111000,7200,0,3
26,56000,10000,0,2
23,56000,7200,0,2
24,56000,12250,0,4
25,135000,7200,0,3
25,149000,7200,0,2
25,62467,7250,0,4
26,56000,6000,0,4
24,80000,7250,0,2
24,56000,2000,0,3
25,26729,7300,0,3
23,56000,13600,0,4
24,56000,2000,0,4
24,56000,19125,0,3
25,50000,12800,1,4
22,56000,9000,0,2
26,37086,7300,0,4
23,38000,7300,0,2
24,56000,15000,0,2
26,41400,7300,0,4
24,56000,10000,0,3
22,45999,7300,0,2
23,50000,7500,1,3
25,56000,5000,0,3
25,56000,12375,0,4
21,50000,7300,0,3
24,56000,5250,0,2
24,56000,17400,0,2
25,53600,7300,0,4
23,96000,7300,0,4
23,56000,6000,0,2
22,56000,20000,0,4
23,42000,7325,0,3
24,12480,7350,1,2
25,32500,7350,0,3
24,33000,7350,0,3
23,56000,20000,0,3
23,42000,7400,0,3
25,42000,7400,1,4
24,43995,7400,1,4
21,56000,5600,0,4
25,57996,7400,0,2
25,62000,7400,0,2
26,56000,6000,0,4
24,72000,7400,0,3
26,56000,15000,0,2
22,34359,7475,0,2
21,12720,7500,1,4
23,56000,3000,0,3
24,56000,2000,0,2
22,56000,4750,0,2
24,20796,7500,1,3
23,56000,5500,0,4
22,56000,12000,0,2
23,21000,7500,1,4
23,56000,15000,0,3
23,21360,7500,1,3
25,21500,7500,1,2
22,22596,7500,1,4
24,23196,7500,1,2
25,24996,7500,0,3
26,56000,8000,0,4
22,25000,7500,0,4
24,56000,13000,0,3
22,25200,7500,1,3
26,26000,7500,0,2
23,56000,10000,0,3
23,56000,13750,0,2
23,26400,7500,0,4
21,27600,7500,0,4
25,28128,7500,1,3
21,30000,7500,0,4
23,30000,7500,0,4
24,30000,7500,0,2
23,56000,4500,0,4
26,56000,12000,0,3
21,30000,7500,0,4
26,30000,7500,1,3
23,30000,7500,1,3
23,56000,7500,0,3
21,30028,7500,0,4
22,31200,7500,0,4
22,31875,7500,0,2
26,32000,7500,0,3
22,33000,7500,0,4
26,34000,7500,1,3
23,56004,10000,0,4
22,56004,6000,0,3
22,56004,6000,0,4
22,56004,12000,0,3
22,56004,2000,0,4
22,34404,7500,1,2
26,56004,20000,0,4
26,56004,13000,0,3
26,56004,10000,0,3
23,34780,7500,0,4
25,35000,7500,0,2
21,29004,7500,1,2
24,50160,6000,1,2
23,56160,3050,0,2
25,36000,7500,0,4
26,36000,7500,0,3
26,30320,7500,1,3
22,56368,6000,0,2
22,36750,7500,0,3
25,50400,12000,1,4
22,56400,17300,0,4
21,56400,5000,0,2
23,56400,4000,0,4
25,37676,7500,0,4
22,38000,7500,0,4
23,38000,7500,0,4
26,38400,7500,0,2
22,32400,7500,1,2
23,56500,9800,0,2
23,39975,7500,0,2
22,39996,7500,0,3
23,40000,7500,0,2
21,56532,16000,0,3
24,56533,20000,0,2
23,56600,12000,0,2
24,40000,7500,0,4
22,56650,6500,0,2
25,56655,20000,0,2
23,56700,12000,0,2
26,56700,6000,0,4
24,40000,7500,0,4
26,56810,2500,0,3
22,34000,7500,1,4
25,56900,25000,0,3
23,56900,11200,0,3
22,56902,12000,0,4
23,56996,9575,0,4
22,40906,7500,0,2
26,42000,7500,0,4
21,57000,8000,0,3
22,57000,12875,0,2
24,57000,2400,0,4
23,42000,7500,0,4
23,36000,7500,1,2
22,57000,11425,0,4
22,42500,7500,0,2
21,37260,7500,1,2
25,57000,13000,0,2
22,44000,7500,0,3
22,57000,7200,0,2
25,51000,5500,1,2
22,57000,5950,0,3
25,39000,7500,1,2
26,57000,9000,0,4
26,57000,14000,0,4
21,57000,14400,0,2
24,57000,19725,0,2
23,45000,7500,0,4
22,39000,7500,1,4
24,57000,6000,0,3
26,57000,12000,0,2
22,57000,3200,0,4
26,45450,7500,0,3
22,45600,7500,0,4
23,57000,20000,0,2
26,46800,7500,0,3
21,47500,7500,0,2
23,57000,9250,0,4
25,57000,12000,0,3
23,48000,7500,0,4
22,42000,7500,1,2
25,48000,7500,0,3
23,57000,4200,0,4
24,57000,8000,0,3
24,57000,14000,0,4
23,57000,18000,0,2
25,48659,7500,0,4
23,57000,7000,0,2
22,49000,7500,0,3
25,57000,11200,0,4
22,43000,7500,1,3
21,44000,7500,1,3
25,50000,7500,0,2
23,57000,17500,0,3
26,44000,7500,1,3
22,50000,7500,0,3
25,44000,7500,1,3
23,44000,7500,1,4
22,51000,12000,1,3
24,50000,7500,0,3
22,57000,7000,0,3
25,57000,12000,0,3
22,50000,7500,0,4
26,51000,7000,1,4
22,57000,7500,0,3
22,44400,7500,1,4
22,57000,7500,0,2
22,50663,7500,0,3
26,51000,13000,1,3
22,51000,7500,0,2
22,57000,11400,0,3
22,51000,7500,0,4
23,52000,7500,0,2
25,53000,7500,0,4
24,55000,7500,0,3
24,51000,12000,1,3
22,55000,7500,0,2
26,57000,2500,0,3
24,57000,9000,0,4
21,55000,7500,0,2
24,57000,5500,0,3
23,57000,4200,0,3
24,55000,7500,0,2
25,57000,900,0,4
22,57000,25000,0,2
25,57000,7250,0,4
26,57006,6000,0,2
23,57000,7500,0,4
23,57600,7500,0,3
26,57068,1600,0,4
22,52000,7500,1,4
25,57120,25000,0,4
23,57188,17450,0,3
21,57192,8000,0,3
23,59000,7500,0,2
25,53000,7500,1,4
21,57200,8000,0,2
22,57200,7500,0,3
25,57200,2400,0,2
22,57200,7000,0,2
25,60000,7500,0,2
22,57204,9000,0,3
22,60000,7500,0,3
23,60000,7500,0,2
25,57400,8475,0,2
22,57400,10500,0,3
24,57431,4000,0,3
22,60000,7500,0,3
22,60000,7500,0,4
23,57468,14075,0,2
23,60000,7500,0,2
21,57500,4000,0,3
22,60000,7500,0,4
21,61000,7500,0,2
26,64000,7500,0,3
25,57500,12275,0,3
26,57500,7750,0,3
25,51500,13000,1,2
26,66000,7500,0,2
25,67000,7500,0,4
23,57504,9000,0,3
23,57504,10000,0,2
26,57550,3500,0,4
22,57564,21000,0,3
22,67500,7500,0,2
24,68000,7500,0,2
23,68000,7500,0,3
24,57600,10500,0,3
26,57600,1800,0,3
23,57600,10000,0,4
22,57600,6500,0,3
22,57600,1500,0,3
23,51600,4800,1,3
24,57600,3300,0,4
23,62844,7500,1,4
22,57600,6000,0,3
24,57600,6500,0,2
24,69996,7500,0,2
23,64000,7500,1,3
22,57600,6000,0,2
22,57600,4000,0,2
23,57600,4000,0,2
23,57600,5000,0,3
21,72000,7500,0,3
23,57600,4000,0,3
22,72000,7500,0,3
23,75000,7500,0,3
23,75000,7500,0,2
25,57600,7000,0,3
23,57600,10000,0,3
25,58650,7500,1,4
24,79992,7500,0,4
23,57600,1000,0,2
23,57664,10000,0,4
25,74004,7500,1,4
23,57700,3500,0,4
21,57700,13500,0,2
25,57700,9000,0,3
22,76500,7500,1,4
23,57738,7000,0,4
23,57744,2500,0,2
23,87000,7500,0,2
23,90000,7500,0,3
22,66300,7500,1,2
23,90000,7500,0,4
23,57850,4000,0,2
22,57860,20000,0,3
22,57900,4850,0,2
24,79500,7500,1,4
22,57996,21250,0,4
24,100300,7500,0,4
23,57996,8800,0,2
23,115275,7500,0,4
26,116600,7500,0,3
23,116700,7500,0,4
22,57996,2500,0,3
26,108000,7500,1,3
24,57996,2400,0,4
25,125000,7500,0,4
26,51996,6500,1,4
23,57996,7200,0,2
26,230000,7500,0,2
26,58000,31300,0,3
26,50000,7525,0,2
24,20400,7550,1,4
25,58000,7200,0,3
24,58000,15700,0,3
24,58000,11000,0,4
22,70000,7550,0,2
26,56950,7550,1,3
24,58000,15000,0,4
25,54000,7575,0,4
22,58000,20000,0,4
26,58000,11600,0,3
22,52000,14825,1,3
25,41412,7600,0,3
25,39000,7600,1,3
22,49000,7600,1,4
25,60000,7600,0,4
26,67000,7600,0,4
24,58000,7000,0,4
25,61680,7600,1,4
26,58000,10000,0,4
24,58000,6000,0,4
24,58000,3000,0,4
21,58000,4500,0,4
24,76554,7600,0,2
23,57000,7650,0,4
26,58000,3000,0,4
25,65000,7675,0,3
22,23400,7700,1,2
24,52000,5000,1,4
25,24000,7700,1,3
24,58000,8000,0,4
22,58000,4000,0,3
23,29772,7700,1,4
22,58000,10000,0,2
22,58000,11050,0,4
25,58000,8500,0,3
24,96408,7700,0,4
22,19680,7750,1,3
22,23000,7750,1,4
24,24000,7750,1,3
23,58000,8000,0,3
26,24000,7750,1,3
23,58000,6400,0,3
21,26000,7750,1,2
25,58000,17500,0,4
21,26000,7750,0,3
23,58000,15000,0,3
26,58000,5000,0,2
23,58000,5000,0,2
26,29760,7750,0,4
24,30000,7750,0,2
24,33000,7750,1,2
23,29000,7750,1,3
23,58000,9600,0,3
25,58000,10400,0,2
22,52000,6000,1,3
23,52000,5000,1,2
22,48000,7750,0,2
25,49000,7750,0,4
25,100000,7750,1,4
24,58000,2200,0,3
22,33000,7800,0,3
24,58000,3500,0,2
23,33000,7800,1,2
24,33600,7800,1,4
25,58000,17000,0,4
22,58000,4500,0,2
21,34000,7800,1,2
26,36000,7800,0,2
23,58000,16000,0,4
22,58000,15000,0,4
26,38000,7800,0,4
26,58000,12000,0,4
24,40000,7800,0,2
25,58000,2750,0,4
25,58000,10000,0,4
22,52000,10000,1,2
25,43000,7800,0,3
25,58000,3150,0,4
26,43000,7800,0,2
23,43955,7800,0,3
23,45000,7800,0,4
24,45000,7800,0,3
24,54000,7800,0,4
26,58125,6000,0,2
24,49000,7800,1,2
25,59000,7800,0,2
22,60000,7800,0,4
22,58200,10000,0,2
23,58200,13000,0,2
23,59004,7800,1,3
26,78000,7800,0,3
23,80000,7800,0,2
26,85757,7800,0,3
21,100000,7800,0,2
24,26000,7850,0,2
22,32000,7875,1,2
23,58500,4000,0,2
25,58560,5000,0,4
23,58560,8000,0,3
23,58600,7800,0,4
22,28000,7900,0,2
22,58608,12000,0,4
22,52650,19200,1,4
23,30000,7925,0,4
26,52704,3000,1,4
25,58750,6000,0,3
21,50700,7950,0,3
22,58800,5100,0,4
22,14400,8000,1,4
21,15500,8000,1,4
24,16000,8000,1,2
21,58800,25000,0,2
22,19200,8000,1,3
22,58896,9500,0,3
24,19200,8000,1,3
26,58900,6400,0,3
22,19800,8000,1,4
21,58951,3000,0,4
24,20000,8000,1,4
21,20000,8000,1,4
22,59000,6000,0,2
26,59000,6000,0,4
24,20000,8000,1,4
23,59000,3600,0,2
23,53000,6000,1,3
25,59000,6000,0,3
22,59000,10000,0,4
22,21000,8000,1,2
23,59000,13000,0,4
23,59000,2000,0,2
26,59000,7800,0,2
22,59000,15000,0,3
25,53000,10625,1,4
22,59000,6400,0,4
22,21600,8000,1,3
24,53000,5000,1,4
23,59000,9000,0,3
21,53000,14400,1,2
25,21996,8000,1,2
24,22100,8000,1,2
22,59000,13375,0,4
22,53000,25000,1,3
24,23000,8000,1,4
25,23000,8000,1,2
23,23148,8000,1,4
22,23400,8000,1,2
22,59000,20000,0,4
22,24000,8000,1,2
24,59000,8000,0,4
25,59000,5000,0,2
23,24000,8000,1,2
21,59000,5600,0,4
25,59000,25000,0,3
26,59000,3500,0,2
26,25000,8000,1,4
25,25000,8000,1,3
22,25000,8000,1,4
23,59000,21600,0,2
23,25000,8000,1,4
22,25000,8000,1,2
26,59000,500,0,2
25,59000,5100,0,3
23,59004,4000,0,3
23,25200,8000,1,4
26,59020,7000,0,2
22,26000,8000,1,4
25,26000,8000,1,4
24,27000,8000,0,4
26,27000,8000,0,4
21,27024,8000,0,3
23,27996,8000,1,4
24,59393,2400,0,4
25,59400,18500,0,2
25,59436,7500,0,3
25,28000,8000,0,4
26,59500,12000,0,3
24,59500,4200,0,2
26,59500,5100,0,4
21,28000,8000,0,4
21,28000,8000,1,2
23,28000,8000,0,4
24,28000,8000,0,4
22,59600,6000,0,3
25,59650,10000,0,2
24,28590,8000,0,2
26,59700,15000,0,4
26,59760,6000,0,2
22,53774,8600,1,2
22,28800,8000,0,2
25,59796,7000,0,2
23,59800,15000,0,3
22,28800,8000,0,2
26,53826,8500,1,3
24,28800,8000,0,2
23,59928,18000,0,3
23,53950,15000,1,2
22,59959,6000,0,3
26,28800,8000,0,3
21,28800,8000,0,2
23,30000,8000,0,2
26,30000,8000,1,2
24,30000,8000,0,2
23,30000,8000,0,2
22,30000,8000,0,4
26,54000,3600,1,4
26,30000,8000,0,2
23,60000,10000,0,4
22,30000,8000,1,3
26,60000,7200,0,2
25,30000,8000,0,3
26,30000,8000,0,3
24,30000,8000,0,2
26,30000,8000,0,4
24,60000,18000,0,3
23,60000,25850,0,4
24,30000,8000,0,3
26,30000,8000,0,2
22,60000,12000,0,3
24,30000,8000,0,2
22,30000,8000,0,2
25,30000,8000,0,4
23,30000,8000,0,2
25,60000,1200,0,4
24,60000,10000,0,3
23,60000,10000,0,3
22,30000,8000,0,4
23,60000,21000,0,4
21,30000,8000,0,2
23,30188,8000,0,2
22,30996,8000,0,2
23,60000,12000,0,4
26,60000,18000,0,4
26,31000,8000,1,3
26,60000,20000,0,2
24,31200,8000,0,2
23,31200,8000,0,4
25,31416,8000,0,4
23,54000,21200,1,2
26,60000,12000,0,2
23,60000,16000,0,4
25,32000,8000,0,3
24,60000,20000,0,4
22,32400,8000,0,2
23,33000,8000,0,4
26,60000,10000,0,4
24,54000,6300,1,2
22,33996,8000,1,3
22,34000,8000,0,4
23,60000,7000,0,4
25,60000,12000,0,3
24,60000,7000,0,2
24,29000,8000,1,2
23,60000,3000,0,4
23,60000,12000,0,2
23,60000,25600,0,4
22,60000,10000,0,4
23,60000,8000,0,2
22,35000,8000,0,3
24,35000,8000,0,2
26,60000,30000,0,4
25,60000,10000,0,3
25,60000,12000,0,4
26,35000,8000,0,3
22,35000,8000,0,2
23,60000,5000,0,3
24,60000,12000,0,3
23,60000,15000,0,3
23,29000,8000,1,2
23,29000,8000,1,3
22,60000,10000,0,4
22,35000,8000,0,3
26,60000,8000,0,2
25,60000,14000,0,2
25,60000,4000,0,2
22,35000,8000,0,3
24,60000,10000,0,2
23,35004,8000,0,3
22,29570,8000,1,4
22,60000,3950,0,2
22,60000,5000,0,2
26,60000,16000,0,2
26,30000,8000,1,3
23,36000,8000,0,2
22,30000,8000,1,3
25,60000,9000,0,3
24,60000,3000,0,2
23,36000,8000,0,2
21,30000,8000,1,2
23,60000,11500,0,4
24,60000,1500,0,2
22,36000,8000,0,2
25,60000,23275,0,3
22,60000,6000,0,4
24,60000,10000,0,2
24,60000,3000,0,4
25,60000,5000,0,2
24,36000,8000,0,4
25,60000,9600,0,3
24,60000,4000,0,3
26,36903,8000,0,2
22,30996,8000,1,4
25,60000,8650,0,2
22,37000,8000,0,2
23,60000,6000,0,4
22,60000,13250,0,3
25,31008,8000,1,3
23,60000,1200,0,3
22,31200,8000,1,3
23,37440,8000,0,2
23,37500,8000,0,4
24,37648,8000,0,2
22,60000,1000,0,2
22,60000,15000,0,2
24,54000,1500,1,3
22,60000,16800,0,3
24,37876,8000,0,2
23,60000,12000,0,3
22,60000,18000,0,2
22,60000,2500,0,3
22,60000,6750,0,4
25,60000,8400,0,3
23,38000,8000,0,3
23,60000,16000,0,3
26,38000,8000,0,4
24,38000,8000,0,2
23,60000,21000,0,3
25,60000,6900,0,3
25,60000,10000,0,2
26,60000,2000,0,4
22,60000,8000,0,4
23,60000,8850,0,3
26,54000,8500,1,3
23,38000,8000,0,2
22,38004,8000,0,3
22,38400,8000,0,4
23,32698,8000,1,3
23,60000,7000,0,4
26,39000,8000,0,2
25,60000,15000,0,3
23,54000,4000,1,3
23,60000,8000,0,2
26,54000,4800,1,2
22,60000,3500,0,2
22,39860,8000,0,3
22,39996,8000,0,4
24,60000,17000,0,2
22,60000,5200,0,2
23,33996,8000,1,3
25,40000,8000,0,2
26,60000,5000,0,2
22,40000,8000,0,4
25,60000,3600,0,3
22,40000,8000,0,2
22,60000,5600,0,3
24,34000,8000,1,3
23,40000,8000,0,3
23,60000,5600,0,2
21,40000,8000,0,2
23,54000,5200,1,3
24,40000,8000,0,3
24,40000,8000,0,2
22,40000,8000,0,4
23,60000,20000,0,3
24,40000,8000,0,4
25,60000,5000,0,4
24,60000,15000,0,2
22,40000,8000,0,4
24,60000,4000,0,2
24,40560,8000,0,2
25,60000,10000,0,3
24,60000,6000,0,3
25,41000,8000,0,4
21,35000,8000,1,4
25,60000,10425,0,4
26,35000,8000,1,2
22,60000,10000,0,2
25,60000,12500,0,2
24,60000,8500,0,3
25,41579,8000,0,3
26,54000,5000,1,4
24,41600,8000,0,4
24,60000,9600,0,2
23,60000,5000,0,2
23,36000,8000,1,2
25,60000,4000,0,4
21,60000,10000,0,2
25,60000,1800,0,4
24,42000,8000,0,4
24,36000,8000,1,4
25,54000,10000,1,2
25,42000,8000,0,2
25,60000,4000,0,4
22,60000,2800,0,4
24,36000,8000,1,3
22,60000,5000,0,4
22,60000,10000,0,2
22,60000,6000,0,3
23,60000,10000,0,4
24,42000,8000,0,3
25,42000,8000,0,4
25,36000,8000,1,2
22,60000,4800,0,3
23,60000,2000,0,2
24,36000,8000,1,2
23,42000,8000,0,4
25,42500,8000,0,4
24,36816,8000,1,4
24,60000,21000,0,4
23,42996,8000,0,2
23,43000,8000,0,4
22,60000,2500,0,3
22,54000,6000,1,3
25,60000,3000,0,4
24,60000,12000,0,2
26,43000,8000,0,3
22,43200,8000,0,3
22,60000,10000,0,2
25,43200,8000,0,3
24,43300,8000,0,4
23,43800,8000,0,3
22,60000,15000,0,4
26,44000,8000,0,3
22,44684,8000,0,2
22,60000,12000,0,3
25,54000,12000,1,4
26,45000,8000,0,2
25,60000,3200,0,4
23,39000,8000,1,3
24,39000,8000,1,2
23,60000,3800,0,3
25,45000,8000,0,3
26,60000,7875,0,3
26,45000,8000,0,4
23,39000,8000,1,3
24,45000,8000,0,4
22,60000,10950,0,3
24,60000,13000,0,2
23,60000,10000,0,4
22,60000,8800,0,4
23,60000,4000,0,2
22,45000,8000,0,3
25,45000,8000,0,4
21,45000,8000,0,2
25,39000,8000,1,2
23,45286,8000,0,4
22,45996,8000,0,3
25,60000,6500,0,4
22,46000,8000,0,2
25,60000,5000,0,2
26,60000,5000,0,4
23,60000,12000,0,3
23,60000,22000,0,3
24,40000,8000,1,2
26,60000,12500,0,2
23,46330,8000,0,4
24,46700,8000,0,3
21,41000,8000,1,4
26,47000,8000,0,4
22,47000,8000,0,4
22,60000,10000,0,4
23,60000,15000,0,4
25,60000,13000,0,3
24,60000,10000,0,4
26,60000,3050,0,3
26,60000,20000,0,4
22,60000,7800,0,2
25,47004,8000,0,4
23,48000,8000,0,2
24,42000,8000,1,4
23,48000,8000,0,2
22,48000,8000,0,3
24,60000,15850,0,3
22,60000,11200,0,4
25,48000,8000,0,4
23,48000,8000,0,4
23,60000,7200,0,2
25,60000,5000,0,4
22,60000,12000,0,3
24,48000,8000,0,4
25,48000,8000,0,2
23,42000,8000,1,2
25,60000,5500,0,2
25,48000,8000,0,4
26,48000,8000,0,3
24,48500,8000,0,3
22,60000,6125,0,3
26,48701,8000,0,4
25,49244,8000,0,3
24,49992,8000,0,2
21,44000,8000,1,3
24,50000,8000,0,3
24,50000,8000,0,2
23,50000,8000,0,4
22,50000,8000,0,3
23,50000,8000,0,3
22,60000,5000,0,4
24,60000,9000,0,4
25,50000,8000,0,4
23,44000,8000,1,2
25,60000,6500,0,3
22,60000,2000,0,2
26,60000,9000,0,3
23,50000,8000,0,4
24,50000,8000,0,2
24,60000,5000,0,3
